?s	?ord	?t	?form	?lemma	?pos	?head	?rel	?ctsurn
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s354_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s354_2>	"κεῖται"	"κεῖμαι"	"v3spie---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s354_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:701>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s354_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s354_3>	"προπετές"	"προπετής"	"a-s---nn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s354_2>	"AtvV"	<urn:cts:greekLit:tlg0011.tlg001:701>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s354_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s354_4>	"·"	"·"	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s354_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:701>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_1>	"ἐκ"	"ἐκ"	"r--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_8>	"AuxP"	<urn:cts:greekLit:tlg0011.tlg001:701>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_2>	"δὲ"	"δέ"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_0>	"COORD"	<urn:cts:greekLit:tlg0011.tlg001:701>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_3>	"γῆς"	"γῆ"	"n-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_1>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:701>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_4>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_6>	"AuxX"	<urn:cts:greekLit:tlg0011.tlg001:701>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_5>	"ὅθεν"	"ὅθεν"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_6>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:701>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_6>	"προύκειτ'"	"πρόκειμαι"	"v3siie---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_3>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:702>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_7>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_6>	"AuxX"	<urn:cts:greekLit:tlg0011.tlg001:702>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_8>	"ἀναζέουσι"	"ἀναζέω"	"v3ppia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_2>	"PRED_CO"	<urn:cts:greekLit:tlg0011.tlg001:702>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_9>	"θρομβώδεις"	"θρομβώδης"	"a-p---mn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_10>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:702>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"10"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_10>	"ἀφροί"	"ἀφρός"	"n-p---mn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_8>	"SBJ"	<urn:cts:greekLit:tlg0011.tlg001:702>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"11"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_11>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_14>	"AuxX"	<urn:cts:greekLit:tlg0011.tlg001:702>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"12"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_12>	"γλαυκῆς"	"γλαυκός"	"a-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_13>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:703>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"13"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_13>	"ὀπώρας"	"ὀπώρα"	"n-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_16>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:703>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"14"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_14>	"ὥστε"	"ὥστε"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_8>	"AuxC"	<urn:cts:greekLit:tlg0011.tlg001:703>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"15"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_15>	"πίονος"	"πίων"	"a-s---ng-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_16>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:703>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"16"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_16>	"ποτοῦ"	"ποτός"	"a-s---ng-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_17>	"SBJ"	<urn:cts:greekLit:tlg0011.tlg001:703>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"17"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_17>	"χυθέντος"	"χέω"	"v-sappmg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_14>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:704>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"18"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_18>	"εἰς"	"εἰς"	"r--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_17>	"AuxP"	<urn:cts:greekLit:tlg0011.tlg001:704>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"19"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_19>	"γῆν"	"γῆ"	"n-s---fa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_18>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:704>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"20"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_20>	"Βακχίας"	"Βάκχιος"	"a-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_22>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:704>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"21"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_21>	"ἀπ'"	"ἀπό"	"r--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_17>	"AuxP"	<urn:cts:greekLit:tlg0011.tlg001:704>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"22"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_22>	"ἀμπέλου"	"ἄμπελος"	"n-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_21>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:704>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s355_0>	"23"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_23>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s355_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:704>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_1>	"ὥστ'"	"ὥστε"	"c--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_9>	"AuxC"	<urn:cts:greekLit:tlg0011.tlg001:705>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_2>	"οὐκ"	"οὐ"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_3>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:705>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_3>	"ἔχω"	"ἔχω"	"v1spia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_1>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:705>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_4>	"τάλαινα"	"τάλας"	"a-s---fn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_3>	"AtvV"	<urn:cts:greekLit:tlg0011.tlg001:705>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_5>	"ποῖ"	"ποῖ"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_7>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:705>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_6>	"γνώμης"	"γνώμη"	"n-s---fg-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_5>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:705>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_7>	"πέσω"	"πίπτω"	"v1sasa---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_3>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:705>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_8>	"·"	"·"	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:705>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s356_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_9>	"[0]"			<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s356_0>	"PRED"	
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s357_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_1>	"ὁρῶ"	"ὁράω"	"v1spia---"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_0>	"PRED"	<urn:cts:greekLit:tlg0011.tlg001:706>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s357_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_2>	"δέ"	"δέ"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_1>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:706>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s357_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_3>	"μ'"	"ἐγώ"	"p-s---fa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_1>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:706>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s357_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_4>	"ἔργον"	"ἔργον"	"n-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_6>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:706>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s357_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_5>	"δεινὸν"	"δεινός"	"a-s---na-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_4>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:706>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s357_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_6>	"ἐξειργασμένην"	"ἐξεργάζομαι"	"v-srpefa-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_1>	"OCOMP"	<urn:cts:greekLit:tlg0011.tlg001:706>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s357_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_7>	"."	"."	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s357_0>	"AuxK"	<urn:cts:greekLit:tlg0011.tlg001:706>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"1"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_1>	"πόθεν"	"πόθεν"	"d--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_12>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"2"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_2>	"γὰρ"	"γάρ"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_12>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"3"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_3>	"ἄν"	"ἄν"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_12>	"AuxY"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"4"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_4>	"ποτ'"	"ποτέ"	"g--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_1>	"AuxZ"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"5"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_5>	","	","	"u--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_6>	"AuxX"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"6"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_6>	"ἀντὶ"	"ἀντί"	"r--------"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_12>	"AuxP"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"7"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_7>	"τοῦ"	"τίς"	"p-s---ng-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_6>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"8"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_8>	"θνῄσκων"	"θνήσκω"	"v-sppamn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_12>	"ADV"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"9"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_9>	"ὁ"	"ὁ"	"l-s---mn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_10>	"ATR"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"10"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_10>	"θὴρ"	"θήρ"	"n-s---mn-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_12>	"SBJ"	<urn:cts:greekLit:tlg0011.tlg001:707>
<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_sentences.v1:s358_0>	"11"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_11>	"ἐμοὶ"	"ἐγώ"	"p-s---fd-"	<https://github.com/francescomambrini/Daphne/id/treebanks/urn:cite2:daphne:tlg0011tlg001_tokens.v1:s358_12>	"OBJ"	<urn:cts:greekLit:tlg0011.tlg001:708>
